database,table,prefix,family,ordinal,column,type,nullable,identity,default,raw
brv_importer,mult,mult,ضرایب/چندگانه,18,mlt_hard,[float],True,False,,[mlt_hard] [float] NULL 
brv_importer,mult,mult,ضرایب/چندگانه,19,mlt_taba,[float],True,False,,[mlt_taba] [float] NULL 
brv_importer,mult,mult,ضرایب/چندگانه,20,mlt_ovhd,[float],True,False,,[mlt_ovhd] [float] NULL 
brv_importer,mult,mult,ضرایب/چندگانه,21,mlt_ztjh,[float],True,False,,[mlt_ztjh] [float] NULL 
brv_importer,mult,mult,ضرایب/چندگانه,22,mlt_semp,[float],True,False,,[mlt_semp] [float] NULL 
brv_importer,mult,mult,ضرایب/چندگانه,23,mlt_zrfk,[float],True,False,,[mlt_zrfk] [float] NULL 
brv_importer,mult,mult,ضرایب/چندگانه,24,mlt_cnvt,[float],True,False,,[mlt_cnvt] [float] NULL 
brv_importer,mult,mult,ضرایب/چندگانه,25,mlt_mbts,[money],True,False,,[mlt_mbts] [money] NULL
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,1,nmh_grop,[tinyint],True,False,,[nmh_grop] [tinyint] NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,2,nmh_code,[nvarchar] (8),True,False,,[nmh_code] [nvarchar] (8) COLLATE Arabic_CI_AS NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,3,nmh_nufh,[tinyint],True,False,,[nmh_nufh] [tinyint] NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,4,nmh_nuse,[nvarchar] (5),True,False,,[nmh_nuse] [nvarchar] (5) COLLATE Arabic_CI_AS NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,5,nmh_codi,[ntext],True,False,,[nmh_codi] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,6,nmh_unit,[nvarchar] (20),True,False,,[nmh_unit] [nvarchar] (20) COLLATE Arabic_CI_AS NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,7,nmh_quan,[float],True,False,,[nmh_quan] [float] NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,8,nmh_pcun,[money],True,False,,[nmh_pcun] [money] NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,9,nmh_pcal,[money],True,False,,[nmh_pcal] [money] NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,10,nmh_rad,[smallint],True,False,,[nmh_rad] [smallint] NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,11,nmh_zrib,[float],True,False,,[nmh_zrib] [float] NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,12,nmh_dscr,[ntext],True,False,,[nmh_dscr] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,13,nmh_coac,[nvarchar] (4),True,False,,[nmh_coac] [nvarchar] (4) COLLATE Arabic_CI_AS NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,14,nmh_shac,[nvarchar] (200),True,False,,[nmh_shac] [nvarchar] (200) COLLATE Arabic_CI_AS NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,15,nmh_mola,[nvarchar] (250),True,False,,[nmh_mola] [nvarchar] (250) COLLATE Arabic_CI_AS NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,16,nmh_fmul,[nvarchar] (250),True,False,,[nmh_fmul] [nvarchar] (250) COLLATE Arabic_CI_AS NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,17,nmh_swf2,[bit],False,False,,[nmh_swf2] [bit] NOT NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,18,nmh_dscr_quan,[ntext],True,False,,[nmh_dscr_quan] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,19,nmh_dscr_pcun,[ntext],True,False,,[nmh_dscr_pcun] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,20,nmh_dscr_zrib,[ntext],True,False,,[nmh_dscr_zrib] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,21,nmh_fmul_pcun,[nvarchar] (250),True,False,,[nmh_fmul_pcun] [nvarchar] (250) COLLATE Arabic_CI_AS NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,22,nmh_fmul_zrib,[nvarchar] (250),True,False,,[nmh_fmul_zrib] [nvarchar] (250) COLLATE Arabic_CI_AS NULL 
brv_importer,nmac,nmac,پایه/ماشین‌آلات?,23,nmh_identity,[int],False,True,,"[nmh_identity] [int] IDENTITY (1, 1) NOT NULL"
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,1,nmh_grop,[tinyint],True,False,,[nmh_grop] [tinyint] NULL 
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,2,nmh_code,[nvarchar] (8),True,False,,[nmh_code] [nvarchar] (8) COLLATE Arabic_CI_AS NULL 
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,3,nmh_nufh,[tinyint],True,False,,[nmh_nufh] [tinyint] NULL 
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,4,nmh_nuse,[nvarchar] (5),True,False,,[nmh_nuse] [nvarchar] (5) COLLATE Arabic_CI_AS NULL 
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,5,nmh_codi,[ntext],True,False,,[nmh_codi] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,6,nmh_unit,[nvarchar] (20),True,False,,[nmh_unit] [nvarchar] (20) COLLATE Arabic_CI_AS NULL 
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,7,nmh_quan,[float],True,False,,[nmh_quan] [float] NULL 
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,8,nmh_pcun,[money],True,False,,[nmh_pcun] [money] NULL 
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,9,nmh_pcal,[money],True,False,,[nmh_pcal] [money] NULL 
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,10,nmh_rad,[smallint],True,False,,[nmh_rad] [smallint] NULL 
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,11,nmh_zrib,[float],True,False,,[nmh_zrib] [float] NULL 
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,12,nmh_dscr,[ntext],True,False,,[nmh_dscr] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,13,nmh_mola,[nvarchar] (250),True,False,,[nmh_mola] [nvarchar] (250) COLLATE Arabic_CI_AS NULL 
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,14,nmh_fmul,[nvarchar] (250),True,False,,[nmh_fmul] [nvarchar] (250) COLLATE Arabic_CI_AS NULL 
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,15,nmh_swf2,[bit],False,False,,[nmh_swf2] [bit] NOT NULL 
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,16,nmh_dscr_quan,[ntext],True,False,,[nmh_dscr_quan] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,17,nmh_dscr_pcun,[ntext],True,False,,[nmh_dscr_pcun] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,18,nmh_dscr_zrib,[ntext],True,False,,[nmh_dscr_zrib] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,19,nmh_fmul_pcun,[nvarchar] (250),True,False,,[nmh_fmul_pcun] [nvarchar] (250) COLLATE Arabic_CI_AS NULL 
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,20,nmh_fmul_zrib,[nvarchar] (250),True,False,,[nmh_fmul_zrib] [nvarchar] (250) COLLATE Arabic_CI_AS NULL 
brv_importer,nmmh,nmmh,منابع/مصالح/حمل,21,nmh_identity,[int],False,True,,"[nmh_identity] [int] IDENTITY (1, 1) NOT NULL"
brv_importer,nots,nots,یادداشت‌ها,1,not_numb,[tinyint],True,False,,[not_numb] [tinyint] NULL 
brv_importer,nots,nots,یادداشت‌ها,2,not_name,[nvarchar] (25),True,False,,[not_name] [nvarchar] (25) COLLATE Arabic_CI_AS NULL 
brv_importer,nots,nots,یادداشت‌ها,3,not_mbfh,[money],True,False,,[not_mbfh] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,4,not_mbsx,[money],True,False,,[not_mbsx] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,5,not_mbtl,[money],True,False,,[not_mbtl] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,6,not_mbfz,[money],True,False,,[not_mbfz] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,7,not_mbsz,[money],True,False,,[not_mbsz] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,8,not_mbtz,[money],True,False,,[not_mbtz] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,9,not_mbwo,[money],True,False,,[not_mbwo] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,10,not_mbwz,[money],True,False,,[not_mbwz] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,11,not_bloc,[money],True,False,,[not_bloc] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,12,not_bhei,[money],True,False,,[not_bhei] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,13,not_btab,[money],True,False,,[not_btab] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,14,not_bhar,[money],True,False,,[not_bhar] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,15,not_bovh,[money],True,False,,[not_bovh] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,16,not_btjh,[money],True,False,,[not_btjh] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,17,not_pyad,[ntext],True,False,,[not_pyad] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,nots,nots,یادداشت‌ها,18,not_pynm,[nvarchar] (255),True,False,,[not_pynm] [nvarchar] (255) COLLATE Arabic_CI_AS NULL 
brv_importer,nots,nots,یادداشت‌ها,19,not_mbfht,[money],True,False,,[not_mbfht] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,20,not_mbsxt,[real],True,False,,[not_mbsxt] [real] NULL 
brv_importer,nots,nots,یادداشت‌ها,21,not_mbtlt,[money],True,False,,[not_mbtlt] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,22,not_mbfzt,[money],True,False,,[not_mbfzt] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,23,not_mbszt,[money],True,False,,[not_mbszt] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,24,not_mbtzt,[money],True,False,,[not_mbtzt] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,25,not_mbwot,[money],True,False,,[not_mbwot] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,26,not_mbwzt,[money],True,False,,[not_mbwzt] [money] NULL 
brv_importer,nots,nots,یادداشت‌ها,27,not_przr,[nvarchar] (8),True,False,,[not_przr] [nvarchar] (8) COLLATE Arabic_CI_AS NULL 
brv_importer,nots,nots,یادداشت‌ها,28,not_prbv,[nvarchar] (8),True,False,,[not_prbv] [nvarchar] (8) COLLATE Arabic_CI_AS NULL 
brv_importer,nots,nots,یادداشت‌ها,29,not_prbvz,[nvarchar] (8),True,False,,[not_prbvz] [nvarchar] (8) COLLATE Arabic_CI_AS NULL 
brv_importer,nots,nots,یادداشت‌ها,30,not_prbvtz,[nvarchar] (8),True,False,,[not_prbvtz] [nvarchar] (8) COLLATE Arabic_CI_AS NULL 
brv_importer,nots,nots,یادداشت‌ها,31,not_prbvt,[nvarchar] (8),True,False,,[not_prbvt] [nvarchar] (8) COLLATE Arabic_CI_AS NULL 
brv_importer,nots,nots,یادداشت‌ها,32,not_pyrd,[smallint],True,False,,[not_pyrd] [smallint] NULL
brv_importer,ntac,ntac,نامشخص/نیازمند بررسی,1,ntc_numb,[tinyint],True,False,,[ntc_numb] [tinyint] NULL 
brv_importer,ntac,ntac,نامشخص/نیازمند بررسی,2,ntc_name,[nvarchar] (25),True,False,,[ntc_name] [nvarchar] (25) COLLATE Arabic_CI_AS NULL 
brv_importer,ntac,ntac,نامشخص/نیازمند بررسی,3,ntc_pyad,[ntext],True,False,,[ntc_pyad] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,ntac,ntac,نامشخص/نیازمند بررسی,4,ntc_pynm,[nvarchar] (255),True,False,,[ntc_pynm] [nvarchar] (255) COLLATE Arabic_CI_AS NULL 
brv_importer,ntac,ntac,نامشخص/نیازمند بررسی,5,ntc_pcal,[money],True,False,,[ntc_pcal] [money] NULL 
brv_importer,ntac,ntac,نامشخص/نیازمند بررسی,6,ntc_pcak,[money],True,False,,[ntc_pcak] [money] NULL 
brv_importer,ntac,ntac,نامشخص/نیازمند بررسی,7,ntc_pcoz,[money],True,False,,[ntc_pcoz] [money] NULL 
brv_importer,ntac,ntac,نامشخص/نیازمند بررسی,8,ntc_pcap,[money],True,False,,[ntc_pcap] [money] NULL
brv_importer,onac,onac,نامشخص/نیازمند بررسی,1,ona_rad,[smallint],True,False,,[ona_rad] [smallint] NULL 
brv_importer,onac,onac,نامشخص/نیازمند بررسی,2,ona_radj,[smallint],True,False,,[ona_radj] [smallint] NULL 
brv_importer,onac,onac,نامشخص/نیازمند بررسی,3,ona_dscr,[nvarchar] (50),True,False,,[ona_dscr] [nvarchar] (50) COLLATE Arabic_CI_AS NULL
brv_importer,pjsz,pjsz,پروژه/سازمان,1,pjs_rzmt,[ntext],True,False,,[pjs_rzmt] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,pjsz,pjsz,پروژه/سازمان,2,pjs_khmt,[ntext],True,False,,[pjs_khmt] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,pjsz,pjsz,پروژه/سازمان,3,pjs_zrib,[ntext],True,False,,[pjs_zrib] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,pjsz,pjsz,پروژه/سازمان,4,pjs_fosi,[ntext],True,False,,[pjs_fosi] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,pjsz,pjsz,پروژه/سازمان,5,pjs_bgml,[ntext],True,False,,[pjs_bgml] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,pjsz,pjsz,پروژه/سازمان,6,pjs_seas,[ntext],True,False,,[pjs_seas] [ntext] COLLATE Arabic_CI_AS NULL
brv_importer,rplc,rplc,جایگزینی/رابطه,1,rpl_rzsh,[nvarchar] (30),True,False,,[rpl_rzsh] [nvarchar] (30) COLLATE Arabic_CI_AS NULL 
brv_importer,rplc,rplc,جایگزینی/رابطه,2,rpl_rzshj,[nvarchar] (30),True,False,,[rpl_rzshj] [nvarchar] (30) COLLATE Arabic_CI_AS NULL
brv_importer,rplo,rplo,نامشخص/نیازمند بررسی,1,rpl_rzco,[nvarchar] (8),True,False,,[rpl_rzco] [nvarchar] (8) COLLATE Arabic_CI_AS NULL 
brv_importer,rplo,rplo,نامشخص/نیازمند بررسی,2,rpl_rzcoj,[nvarchar] (8),True,False,,[rpl_rzcoj] [nvarchar] (8) COLLATE Arabic_CI_AS NULL
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,1,rsd_nmfh,[nvarchar] (25),True,False,,[rsd_nmfh] [nvarchar] (25) COLLATE Arabic_CI_AS NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,2,rsd_year,[smallint],True,False,,[rsd_year] [smallint] NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,3,rsd_fhns,[nvarchar] (25),True,False,,[rsd_fhns] [nvarchar] (25) COLLATE Arabic_CI_AS NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,4,rsd_zrkh,[bit],False,False,,[rsd_zrkh] [bit] NOT NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,5,rsd_sng,[tinyint],True,False,,[rsd_sng] [tinyint] NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,6,rsd_zrns,[bit],False,False,,[rsd_zrns] [bit] NOT NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,7,rsd_smso,[tinyint],True,False,,[rsd_smso] [tinyint] NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,8,rsd_yrso,[smallint],True,False,,[rsd_yrso] [smallint] NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,9,rsd_smtg,[tinyint],True,False,,[rsd_smtg] [tinyint] NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,10,rsd_yrtg,[smallint],True,False,,[rsd_yrtg] [smallint] NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,11,rsd_smsk,[tinyint],True,False,,[rsd_smsk] [tinyint] NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,12,rsd_yrsk,[smallint],True,False,,[rsd_yrsk] [smallint] NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,13,rsd_smmk,[tinyint],True,False,,[rsd_smmk] [tinyint] NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,14,rsd_yrmk,[smallint],True,False,,[rsd_yrmk] [smallint] NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,15,rsd_zrsh,[nvarchar] (4),True,False,,[rsd_zrsh] [nvarchar] (4) COLLATE Arabic_CI_AS NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,16,rsd_rmnw,[tinyint],True,False,,[rsd_rmnw] [tinyint] NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,17,rsd_rzps,[nvarchar] (40),True,False,,[rsd_rzps] [nvarchar] (40) COLLATE Arabic_CI_AS NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,18,rsd_fbso,[tinyint],True,False,,[rsd_fbso] [tinyint] NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,19,rsd_scst,[nvarchar] (30),True,False,,[rsd_scst] [nvarchar] (30) COLLATE Arabic_CI_AS NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,20,rsd_scnu,[nvarchar] (5),True,False,,[rsd_scnu] [nvarchar] (5) COLLATE Arabic_CI_AS NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,21,rsd_srfbsh,[nvarchar] (30),True,False,,[rsd_srfbsh] [nvarchar] (30) COLLATE Arabic_CI_AS NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,22,rsd_srfbco,[nvarchar] (5),True,False,,[rsd_srfbco] [nvarchar] (5) COLLATE Arabic_CI_AS NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,23,rsd_srrzco,[nvarchar] (8),True,False,,[rsd_srrzco] [nvarchar] (8) COLLATE Arabic_CI_AS NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,24,rsd_srrzra,[nvarchar] (10),True,False,,[rsd_srrzra] [nvarchar] (10) COLLATE Arabic_CI_AS NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,25,rsd_srrzsh,[nvarchar] (30),True,False,,[rsd_srrzsh] [nvarchar] (30) COLLATE Arabic_CI_AS NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,26,rsd_sorz,[tinyint],True,False,,[rsd_sorz] [tinyint] NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,27,rsd_rztb,[tinyint],True,False,,[rsd_rztb] [tinyint] NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,28,rsd_rzjsf,[nvarchar] (30),True,False,,[rsd_rzjsf] [nvarchar] (30) COLLATE Arabic_CI_AS NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,29,rsd_rzjsj,[nvarchar] (30),True,False,,[rsd_rzjsj] [nvarchar] (30) COLLATE Arabic_CI_AS NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,30,rsd_rzjcf,[nvarchar] (8),True,False,,[rsd_rzjcf] [nvarchar] (8) COLLATE Arabic_CI_AS NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,31,rsd_rzjcj,[nvarchar] (8),True,False,,[rsd_rzjcj] [nvarchar] (8) COLLATE Arabic_CI_AS NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,32,rsd_fipg,[smallint],True,False,,[rsd_fipg] [smallint] NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,33,rsd_rpdt,[nvarchar] (10),True,False,,[rsd_rpdt] [nvarchar] (10) COLLATE Arabic_CI_AS NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,34,rsd_hmgp,[nvarchar] (20),True,False,,[rsd_hmgp] [nvarchar] (20) COLLATE Arabic_CI_AS NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,35,rsd_rzfu,[tinyint],True,False,,[rsd_rzfu] [tinyint] NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,36,rsd_rzam,[tinyint],True,False,,[rsd_rzam] [tinyint] NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,37,rsd_rzmo,[tinyint],True,False,,[rsd_rzmo] [tinyint] NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,38,rsd_hmbk,[bit],False,False,,[rsd_hmbk] [bit] NOT NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,39,rsd_lise,[smallint],True,False,,[rsd_lise] [smallint] NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,40,rsd_dfzr,[float],True,False,,[rsd_dfzr] [float] NULL 
brv_importer,rsdn,rsdn,نامشخص/نیازمند بررسی,41,rsd_tyrp,[tinyint],True,False,,[rsd_tyrp] [tinyint] NULL
brv_importer,rzmt,rzmt,ریزمتره,1,rmt_cofh,[nvarchar] (8),True,False,,[rmt_cofh] [nvarchar] (8) COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,2,rmt_dsps,[nvarchar] (40),True,False,,[rmt_dsps] [nvarchar] (40) COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,3,rmt_nufh,[tinyint],True,False,,[rmt_nufh] [tinyint] NULL 
brv_importer,rzmt,rzmt,ریزمتره,4,rmt_nuse,[nvarchar] (5),True,False,,[rmt_nuse] [nvarchar] (5) COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,5,rmt_nmse,[nvarchar] (40),True,False,,[rmt_nmse] [nvarchar] (40) COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,6,rmt_astr,[nvarchar] (1),True,False,,[rmt_astr] [nvarchar] (1) COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,7,rmt_fare,[nvarchar] (1),True,False,,[rmt_fare] [nvarchar] (1) COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,8,rmt_rad,[smallint],True,False,,[rmt_rad] [smallint] NULL 
brv_importer,rzmt,rzmt,ریزمتره,9,rmt_raj,[smallint],True,False,,[rmt_raj] [smallint] NULL 
brv_importer,rzmt,rzmt,ریزمتره,10,rmt_unit,[nvarchar] (20),True,False,,[rmt_unit] [nvarchar] (20) COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,11,rmt_dsmo,[ntext],True,False,,[rmt_dsmo] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,12,rmt_dsam,[ntext],True,False,,[rmt_dsam] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,13,rmt_radj,[smallint],True,False,,[rmt_radj] [smallint] NULL 
brv_importer,rzmt,rzmt,ریزمتره,14,rmt_rajj,[smallint],True,False,,[rmt_rajj] [smallint] NULL 
brv_importer,rzmt,rzmt,ریزمتره,15,rmt_dsfh,[ntext],True,False,,[rmt_dsfh] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,16,rmt_dsfb,[ntext],True,False,,[rmt_dsfb] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,17,rmt_pcun,[money],True,False,,[rmt_pcun] [money] NULL 
brv_importer,rzmt,rzmt,ریزمتره,18,rmt_valn,[real],True,False,,[rmt_valn] [real] NULL 
brv_importer,rzmt,rzmt,ریزمتره,19,rmt_mbgh,[nvarchar] (1),True,False,,[rmt_mbgh] [nvarchar] (1) COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,20,rmt_coad,[ntext],True,False,,[rmt_coad] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,21,rmt_tyun,[nvarchar] (30),True,False,,[rmt_tyun] [nvarchar] (30) COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,22,rmt_pcup,[money],True,False,,[rmt_pcup] [money] NULL 
brv_importer,rzmt,rzmt,ریزمتره,23,rmt_dsad,[nvarchar] (200),True,False,,[rmt_dsad] [nvarchar] (200) COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,24,rmt_pyad,[ntext],True,False,,[rmt_pyad] [ntext] COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,25,rmt_numz,[nvarchar] (20),True,False,,[rmt_numz] [nvarchar] (20) COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,26,rmt_pynm,[nvarchar] (255),True,False,,[rmt_pynm] [nvarchar] (255) COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,27,rmt_fmul,[nvarchar] (100),True,False,,[rmt_fmul] [nvarchar] (100) COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,28,rmt_tool,[float],True,False,,[rmt_tool] [float] NULL 
brv_importer,rzmt,rzmt,ریزمتره,29,rmt_arz,[float],True,False,,[rmt_arz] [float] NULL 
brv_importer,rzmt,rzmt,ریزمتره,30,rmt_summ,[float],True,False,,[rmt_summ] [float] NULL 
brv_importer,rzmt,rzmt,ریزمتره,31,rmt_heit,[float],True,False,,[rmt_heit] [float] NULL 
brv_importer,rzmt,rzmt,ریزمتره,32,rmt_sumj,[float],True,False,,[rmt_sumj] [float] NULL 
brv_importer,rzmt,rzmt,ریزمتره,33,rmt_sumt,[float],True,False,,[rmt_sumt] [float] NULL 
brv_importer,rzmt,rzmt,ریزمتره,34,rmt_numo,[float],True,False,,[rmt_numo] [float] NULL 
brv_importer,rzmt,rzmt,ریزمتره,35,rmt_raps,[smallint],True,False,,[rmt_raps] [smallint] NULL 
brv_importer,rzmt,rzmt,ریزمتره,36,rmt_coac,[nvarchar] (4),True,False,,[rmt_coac] [nvarchar] (4) COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,37,rmt_shac,[nvarchar] (200),True,False,,[rmt_shac] [nvarchar] (200) COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,38,rmt_tooz,[nvarchar] (20),True,False,,[rmt_tooz] [nvarchar] (20) COLLATE Arabic_CI_AS NULL 
brv_importer,rzmt,rzmt,ریزمتره,39,rmt_arzz,[nvarchar] (20),True,False,,[rmt_arzz] [nvarchar] (20) COLLATE Arabic_CI_AS NULL 
