database,table,prefix,family,ordinal,column,type,nullable,identity,default,raw
svz_importer,acti,acti,فعالیت/اکشن,11,act_mgrp,[nvarchar] (2),True,False,,[act_mgrp] [nvarchar] (2) COLLATE Arabic_CI_AS NULL 
svz_importer,acti,acti,فعالیت/اکشن,12,act_sgrp,[nvarchar] (200),True,False,,[act_sgrp] [nvarchar] (200) COLLATE Arabic_CI_AS NULL 
svz_importer,acti,acti,فعالیت/اکشن,13,act_identity,[int],False,True,,"[act_identity] [int] IDENTITY (1, 1) NOT NULL"
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,1,acs_code,[nvarchar] (4),True,False,,[acs_code] [nvarchar] (4) COLLATE Arabic_CI_AS NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,2,acs_name,[nvarchar] (200),True,False,,[acs_name] [nvarchar] (200) COLLATE Arabic_CI_AS NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,3,acs_nmla,[nvarchar] (200),True,False,,[acs_nmla] [nvarchar] (200) COLLATE Arabic_CI_AS NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,4,acs_rad,[smallint],True,False,,[acs_rad] [smallint] NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,5,acs_nufh,[tinyint],True,False,,[acs_nufh] [tinyint] NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,6,acs_engl,[ntext],True,False,,[acs_engl] [ntext] COLLATE Arabic_CI_AS NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,7,acs_fars,[ntext],True,False,,[acs_fars] [ntext] COLLATE Arabic_CI_AS NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,8,acs_unla,[nvarchar] (50),True,False,,[acs_unla] [nvarchar] (50) COLLATE Arabic_CI_AS NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,9,acs_unit,[nvarchar] (50),True,False,,[acs_unit] [nvarchar] (50) COLLATE Arabic_CI_AS NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,10,acs_quan,[float],True,False,,[acs_quan] [float] NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,11,acs_qubr,[float],True,False,,[acs_qubr] [float] NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,12,acs_pcal,[money],True,False,,[acs_pcal] [money] NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,13,acs_pcab,[money],True,False,,[acs_pcab] [money] NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,14,acs_pcun,[money],True,False,,[acs_pcun] [money] NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,15,acs_pcub,[money],True,False,,[acs_pcub] [money] NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,16,acs_nusv,[nvarchar] (10),True,False,,[acs_nusv] [nvarchar] (10) COLLATE Arabic_CI_AS NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,17,acs_nuty,[tinyint],True,False,,[acs_nuty] [tinyint] NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,18,acs_pcak,[money],True,False,,[acs_pcak] [money] NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,19,acs_pcao,[money],True,False,,[acs_pcao] [money] NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,20,acs_mgrp,[nvarchar] (2),True,False,,[acs_mgrp] [nvarchar] (2) COLLATE Arabic_CI_AS NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,21,acs_sgrp,[nvarchar] (200),True,False,,[acs_sgrp] [nvarchar] (200) COLLATE Arabic_CI_AS NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,22,acs_przc,[float],True,False,,[acs_przc] [float] NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,23,acs_prac,[float],True,False,,[acs_prac] [float] NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,24,acs_pdzc,[float],True,False,,[acs_pdzc] [float] NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,25,acs_pdac,[float],True,False,,[acs_pdac] [float] NULL 
svz_importer,acts,acts,فعالیت‌ها/فهرست فعالیت,26,acs_identity,[int],False,True,,"[acs_identity] [int] IDENTITY (1, 1) NOT NULL"
svz_importer,ahta,ahta,تعدیل/آحاد,1,ata_nufh,[tinyint],True,False,,[ata_nufh] [tinyint] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,2,ata_nuse,[nvarchar] (5),True,False,,[ata_nuse] [nvarchar] (5) COLLATE Arabic_CI_AS NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,3,ata_name,[nvarchar] (50),True,False,,[ata_name] [nvarchar] (50) COLLATE Arabic_CI_AS NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,4,ata_pcnw,[money],True,False,,[ata_pcnw] [money] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,5,ata_pcol,[money],True,False,,[ata_pcol] [money] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,6,ata_pcdf,[money],True,False,,[ata_pcdf] [money] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,7,ata_tiwk,[smallint],True,False,,[ata_tiwk] [smallint] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,8,ata_tipd,[smallint],True,False,,[ata_tipd] [smallint] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,9,ata_pcwp,[money],True,False,,[ata_pcwp] [money] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,10,ata_pcta,[money],True,False,,[ata_pcta] [money] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,11,ata_inrd,[tinyint],True,False,,[ata_inrd] [tinyint] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,12,ata_nuty,[tinyint],True,False,,[ata_nuty] [tinyint] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,13,ata_pcnz,[money],True,False,,[ata_pcnz] [money] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,14,ata_pcoz,[money],True,False,,[ata_pcoz] [money] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,15,ata_pcdz,[money],True,False,,[ata_pcdz] [money] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,16,ata_pcwz,[money],True,False,,[ata_pcwz] [money] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,17,ata_pctz,[money],True,False,,[ata_pctz] [money] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,18,ata_valn,[real],True,False,,[ata_valn] [real] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,19,ata_pctj,[money],True,False,,[ata_pctj] [money] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,20,ata_nusv,[nvarchar] (10),True,False,,[ata_nusv] [nvarchar] (10) COLLATE Arabic_CI_AS NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,21,ata_pcnwj,[money],True,False,,[ata_pcnwj] [money] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,22,ata_pcolj,[money],True,False,,[ata_pcolj] [money] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,23,ata_pcdfj,[money],True,False,,[ata_pcdfj] [money] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,24,ata_pcnzj,[money],True,False,,[ata_pcnzj] [money] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,25,ata_pcozj,[money],True,False,,[ata_pcozj] [money] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,26,ata_pcdzj,[money],True,False,,[ata_pcdzj] [money] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,27,ata_prio,[nvarchar] (20),True,False,,[ata_prio] [nvarchar] (20) COLLATE Arabic_CI_AS NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,28,ata_lpv,[bit],False,False,,[ata_lpv] [bit] NOT NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,29,ata_nutn,[tinyint],True,False,,[ata_nutn] [tinyint] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,30,ata_new,[nvarchar] (50),True,False,,[ata_new] [nvarchar] (50) COLLATE Arabic_CI_AS NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,31,ata_prka,[nvarchar] (7),True,False,,[ata_prka] [nvarchar] (7) COLLATE Arabic_CI_AS NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,32,ata_shnw,[float],True,False,,[ata_shnw] [float] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,33,ata_shbs,[float],True,False,,[ata_shbs] [float] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,34,ata_zrta,[float],True,False,,[ata_zrta] [float] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,35,ata_tose,[nvarchar] (5),True,False,,[ata_tose] [nvarchar] (5) COLLATE Arabic_CI_AS NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,36,ata_tofh,[tinyint],True,False,,[ata_tofh] [tinyint] NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,37,ata_tons,[nvarchar] (50),True,False,,[ata_tons] [nvarchar] (50) COLLATE Arabic_CI_AS NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,38,ata_tonf,[nvarchar] (50),True,False,,[ata_tonf] [nvarchar] (50) COLLATE Arabic_CI_AS NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,39,ata_type,[nvarchar] (10),True,False,,[ata_type] [nvarchar] (10) COLLATE Arabic_CI_AS NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,40,ata_itms,[ntext],True,False,,[ata_itms] [ntext] COLLATE Arabic_CI_AS NULL 
svz_importer,ahta,ahta,تعدیل/آحاد,41,ata_nusej,[nvarchar] (5),True,False,,[ata_nusej] [nvarchar] (5) COLLATE Arabic_CI_AS NULL
svz_importer,bgml,bgml,برگه مالی,1,bgm_cofh,[nvarchar] (8),True,False,,[bgm_cofh] [nvarchar] (8) COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,2,bgm_desc,[ntext],True,False,,[bgm_desc] [ntext] COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,3,bgm_pcun,[money],True,False,,[bgm_pcun] [money] NULL 
svz_importer,bgml,bgml,برگه مالی,4,bgm_pcal,[money],True,False,,[bgm_pcal] [money] NULL 
svz_importer,bgml,bgml,برگه مالی,5,bgm_pcst,[money],True,False,,[bgm_pcst] [money] NULL 
svz_importer,bgml,bgml,برگه مالی,6,bgm_rad,[smallint],True,False,,[bgm_rad] [smallint] NULL 
svz_importer,bgml,bgml,برگه مالی,7,bgm_nuse,[nvarchar] (5),True,False,,[bgm_nuse] [nvarchar] (5) COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,8,bgm_nmse,[nvarchar] (40),True,False,,[bgm_nmse] [nvarchar] (40) COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,9,bgm_nufh,[tinyint],True,False,,[bgm_nufh] [tinyint] NULL 
svz_importer,bgml,bgml,برگه مالی,10,bgm_nuty,[tinyint],True,False,,[bgm_nuty] [tinyint] NULL 
svz_importer,bgml,bgml,برگه مالی,11,bgm_unit,[nvarchar] (20),True,False,,[bgm_unit] [nvarchar] (20) COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,12,bgm_astr,[nvarchar] (1),True,False,,[bgm_astr] [nvarchar] (1) COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,13,bgm_nusv,[nvarchar] (10),True,False,,[bgm_nusv] [nvarchar] (10) COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,14,bgm_prcn,[nvarchar] (6),True,False,,[bgm_prcn] [nvarchar] (6) COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,15,bgm_radj,[smallint],True,False,,[bgm_radj] [smallint] NULL 
svz_importer,bgml,bgml,برگه مالی,16,bgm_valn,[real],True,False,,[bgm_valn] [real] NULL 
svz_importer,bgml,bgml,برگه مالی,17,bgm_pcup,[money],True,False,,[bgm_pcup] [money] NULL 
svz_importer,bgml,bgml,برگه مالی,18,bgm_pcap,[money],True,False,,[bgm_pcap] [money] NULL 
svz_importer,bgml,bgml,برگه مالی,19,bgm_prcp,[nvarchar] (10),True,False,,[bgm_prcp] [nvarchar] (10) COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,20,bgm_quzr,[nvarchar] (20),True,False,,[bgm_quzr] [nvarchar] (20) COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,21,bgm_pczr,[nvarchar] (20),True,False,,[bgm_pczr] [nvarchar] (20) COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,22,bgm_mbgh,[nvarchar] (1),True,False,,[bgm_mbgh] [nvarchar] (1) COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,23,bgm_coad,[ntext],True,False,,[bgm_coad] [ntext] COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,24,bgm_mpwk,[bit],False,False,,[bgm_mpwk] [bit] NOT NULL 
svz_importer,bgml,bgml,برگه مالی,25,bgm_abst,[ntext],True,False,,[bgm_abst] [ntext] COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,26,bgm_dsad,[nvarchar] (200),True,False,,[bgm_dsad] [nvarchar] (200) COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,27,bgm_edi,[bit],False,False,,[bgm_edi] [bit] NOT NULL 
svz_importer,bgml,bgml,برگه مالی,28,bgm_pyad,[ntext],True,False,,[bgm_pyad] [ntext] COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,29,bgm_pynm,[nvarchar] (255),True,False,,[bgm_pynm] [nvarchar] (255) COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,30,bgm_pctb,[money],True,False,,[bgm_pctb] [money] NULL 
svz_importer,bgml,bgml,برگه مالی,31,bgm_fmul,[nvarchar] (100),True,False,,[bgm_fmul] [nvarchar] (100) COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,32,bgm_quan,[float],True,False,,[bgm_quan] [float] NULL 
svz_importer,bgml,bgml,برگه مالی,33,bgm_quol,[float],True,False,,[bgm_quol] [float] NULL 
svz_importer,bgml,bgml,برگه مالی,34,bgm_qust,[float],True,False,,[bgm_qust] [float] NULL 
svz_importer,bgml,bgml,برگه مالی,35,bgm_notd,[bit],False,False,,[bgm_notd] [bit] NOT NULL 
svz_importer,bgml,bgml,برگه مالی,36,bgm_pcol,[money],True,False,,[bgm_pcol] [money] NULL 
svz_importer,bgml,bgml,برگه مالی,37,bgm_typf,[nvarchar] (1),True,False,,[bgm_typf] [nvarchar] (1) COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,38,bgm_coda,[nvarchar] (8),True,False,,[bgm_coda] [nvarchar] (8) COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,39,bgm_repe,[bit],False,False,,[bgm_repe] [bit] NOT NULL 
svz_importer,bgml,bgml,برگه مالی,40,bgm_equa,[nvarchar] (1),True,False,,[bgm_equa] [nvarchar] (1) COLLATE Arabic_CI_AS NULL 
svz_importer,bgml,bgml,برگه مالی,41,bgm_identity,[int],False,True,,"[bgm_identity] [int] IDENTITY (1, 1) NOT NULL "
svz_importer,bgml,bgml,برگه مالی,42,bgm_no_tatbigh_in_cnv,[bit],True,False,,[bgm_no_tatbigh_in_cnv] [bit] NULL 
svz_importer,bgml,bgml,برگه مالی,43,bgm_mora,[smallint],True,False,,[bgm_mora] [smallint] NULL
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,1,bgm_cofh,[nvarchar] (8),True,False,,[bgm_cofh] [nvarchar] (8) COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,2,bgm_desc,[ntext],True,False,,[bgm_desc] [ntext] COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,3,bgm_pcun,[money],True,False,,[bgm_pcun] [money] NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,4,bgm_pcal,[money],True,False,,[bgm_pcal] [money] NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,5,bgm_pcst,[money],True,False,,[bgm_pcst] [money] NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,6,bgm_rad,[smallint],True,False,,[bgm_rad] [smallint] NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,7,bgm_nuse,[nvarchar] (5),True,False,,[bgm_nuse] [nvarchar] (5) COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,8,bgm_nmse,[nvarchar] (40),True,False,,[bgm_nmse] [nvarchar] (40) COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,9,bgm_nufh,[tinyint],True,False,,[bgm_nufh] [tinyint] NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,10,bgm_nuty,[tinyint],True,False,,[bgm_nuty] [tinyint] NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,11,bgm_unit,[nvarchar] (20),True,False,,[bgm_unit] [nvarchar] (20) COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,12,bgm_astr,[nvarchar] (1),True,False,,[bgm_astr] [nvarchar] (1) COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,13,bgm_nusv,[nvarchar] (10),True,False,,[bgm_nusv] [nvarchar] (10) COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,14,bgm_prcn,[nvarchar] (6),True,False,,[bgm_prcn] [nvarchar] (6) COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,15,bgm_radj,[smallint],True,False,,[bgm_radj] [smallint] NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,16,bgm_valn,[real],True,False,,[bgm_valn] [real] NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,17,bgm_pcup,[money],True,False,,[bgm_pcup] [money] NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,18,bgm_pcap,[money],True,False,,[bgm_pcap] [money] NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,19,bgm_prcp,[nvarchar] (10),True,False,,[bgm_prcp] [nvarchar] (10) COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,20,bgm_quzr,[nvarchar] (20),True,False,,[bgm_quzr] [nvarchar] (20) COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,21,bgm_pczr,[nvarchar] (20),True,False,,[bgm_pczr] [nvarchar] (20) COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,22,bgm_mbgh,[nvarchar] (1),True,False,,[bgm_mbgh] [nvarchar] (1) COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,23,bgm_coad,[ntext],True,False,,[bgm_coad] [ntext] COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,24,bgm_mpwk,[bit],False,False,,[bgm_mpwk] [bit] NOT NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,25,bgm_abst,[ntext],True,False,,[bgm_abst] [ntext] COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,26,bgm_dsad,[nvarchar] (200),True,False,,[bgm_dsad] [nvarchar] (200) COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,27,bgm_edi,[bit],False,False,,[bgm_edi] [bit] NOT NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,28,bgm_pyad,[ntext],True,False,,[bgm_pyad] [ntext] COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,29,bgm_pynm,[nvarchar] (255),True,False,,[bgm_pynm] [nvarchar] (255) COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,30,bgm_pctb,[money],True,False,,[bgm_pctb] [money] NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,31,bgm_fmul,[nvarchar] (100),True,False,,[bgm_fmul] [nvarchar] (100) COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,32,bgm_quan,[float],True,False,,[bgm_quan] [float] NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,33,bgm_quol,[float],True,False,,[bgm_quol] [float] NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,34,bgm_qust,[float],True,False,,[bgm_qust] [float] NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,35,bgm_notd,[bit],False,False,,[bgm_notd] [bit] NOT NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,36,bgm_pcol,[money],True,False,,[bgm_pcol] [money] NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,37,bgm_typf,[nvarchar] (1),True,False,,[bgm_typf] [nvarchar] (1) COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,38,bgm_tose,[nvarchar] (5),True,False,,[bgm_tose] [nvarchar] (5) COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,39,bgm_tofh,[tinyint],True,False,,[bgm_tofh] [tinyint] NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,40,bgm_tons,[nvarchar] (50),True,False,,[bgm_tons] [nvarchar] (50) COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,41,bgm_tonf,[nvarchar] (50),True,False,,[bgm_tonf] [nvarchar] (50) COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,42,bgm_type,[nvarchar] (10),True,False,,[bgm_type] [nvarchar] (10) COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,43,bgm_itms,[ntext],True,False,,[bgm_itms] [ntext] COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,44,bgm_nusej,[nvarchar] (5),True,False,,[bgm_nusej] [nvarchar] (5) COLLATE Arabic_CI_AS NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,45,bgm_shnw,[float],True,False,,[bgm_shnw] [float] NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,46,bgm_shmb,[float],True,False,,[bgm_shmb] [float] NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,47,bgm_pcaz,[money],True,False,,[bgm_pcaz] [money] NULL 
svz_importer,bgts,bgts,نامشخص/نیازمند بررسی,48,bgm_pcoz,[money],True,False,,[bgm_pcoz] [money] NULL
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,1,bgm_cofh,[nvarchar] (8),True,False,,[bgm_cofh] [nvarchar] (8) COLLATE Arabic_CI_AS NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,2,bgm_desc,[ntext],True,False,,[bgm_desc] [ntext] COLLATE Arabic_CI_AS NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,3,bgm_pcun,[money],True,False,,[bgm_pcun] [money] NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,4,bgm_pcal,[money],True,False,,[bgm_pcal] [money] NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,5,bgm_pcst,[money],True,False,,[bgm_pcst] [money] NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,6,bgm_rad,[smallint],True,False,,[bgm_rad] [smallint] NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,7,bgm_nuse,[nvarchar] (5),True,False,,[bgm_nuse] [nvarchar] (5) COLLATE Arabic_CI_AS NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,8,bgm_nmse,[nvarchar] (40),True,False,,[bgm_nmse] [nvarchar] (40) COLLATE Arabic_CI_AS NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,9,bgm_nufh,[tinyint],True,False,,[bgm_nufh] [tinyint] NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,10,bgm_nuty,[tinyint],True,False,,[bgm_nuty] [tinyint] NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,11,bgm_unit,[nvarchar] (20),True,False,,[bgm_unit] [nvarchar] (20) COLLATE Arabic_CI_AS NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,12,bgm_astr,[nvarchar] (1),True,False,,[bgm_astr] [nvarchar] (1) COLLATE Arabic_CI_AS NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,13,bgm_nusv,[nvarchar] (10),True,False,,[bgm_nusv] [nvarchar] (10) COLLATE Arabic_CI_AS NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,14,bgm_prcn,[nvarchar] (6),True,False,,[bgm_prcn] [nvarchar] (6) COLLATE Arabic_CI_AS NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,15,bgm_radj,[smallint],True,False,,[bgm_radj] [smallint] NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,16,bgm_valn,[real],True,False,,[bgm_valn] [real] NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,17,bgm_pcup,[money],True,False,,[bgm_pcup] [money] NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,18,bgm_pcap,[money],True,False,,[bgm_pcap] [money] NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,19,bgm_prcp,[nvarchar] (10),True,False,,[bgm_prcp] [nvarchar] (10) COLLATE Arabic_CI_AS NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,20,bgm_quzr,[nvarchar] (20),True,False,,[bgm_quzr] [nvarchar] (20) COLLATE Arabic_CI_AS NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,21,bgm_pczr,[nvarchar] (20),True,False,,[bgm_pczr] [nvarchar] (20) COLLATE Arabic_CI_AS NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,22,bgm_mbgh,[nvarchar] (1),True,False,,[bgm_mbgh] [nvarchar] (1) COLLATE Arabic_CI_AS NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,23,bgm_coad,[ntext],True,False,,[bgm_coad] [ntext] COLLATE Arabic_CI_AS NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,24,bgm_mpwk,[bit],False,False,,[bgm_mpwk] [bit] NOT NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,25,bgm_abst,[ntext],True,False,,[bgm_abst] [ntext] COLLATE Arabic_CI_AS NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,26,bgm_dsad,[nvarchar] (200),True,False,,[bgm_dsad] [nvarchar] (200) COLLATE Arabic_CI_AS NULL 
svz_importer,bmac,bmac,پایه/ماشین‌آلات?,27,bgm_edi,[bit],False,False,,[bgm_edi] [bit] NOT NULL 
